,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
25348,Athens (2004),2004,Aquatics,Swimming,Jodie Henry,AUS,Women,4x100m medley relay women,Gold,1,0,0
25349,Athens (2004),2004,Aquatics,Swimming,Leisel Jones,AUS,Women,4x100m medley relay women,Gold,1,0,0
25350,Athens (2004),2004,Aquatics,Swimming,Alice Mills,AUS,Women,4x100m medley relay women,Gold,1,0,0
25351,Athens (2004),2004,Aquatics,Swimming,Giaan Rooney,AUS,Women,4x100m medley relay women,Gold,1,0,0
25352,Athens (2004),2004,Aquatics,Swimming,Jess Schipper,AUS,Women,4x100m medley relay women,Gold,1,0,0
25353,Athens (2004),2004,Aquatics,Swimming,Petria Thomas,AUS,Women,4x100m medley relay women,Gold,1,0,0
25354,Athens (2004),2004,Aquatics,Swimming,Amanda Beard,USA,Women,4x100m medley relay women,Silver,0,1,0
25355,Athens (2004),2004,Aquatics,Swimming,Haley Cope,USA,Women,4x100m medley relay women,Silver,0,1,0
25356,Athens (2004),2004,Aquatics,Swimming,Natalie Coughlin,USA,Women,4x100m medley relay women,Silver,0,1,0
25357,Athens (2004),2004,Aquatics,Swimming,Kara Lynn Joyce,USA,Women,4x100m medley relay women,Silver,0,1,0
25358,Athens (2004),2004,Aquatics,Swimming,Tara Kirk,USA,Women,4x100m medley relay women,Silver,0,1,0
25359,Athens (2004),2004,Aquatics,Swimming,Rachel Komisarz,USA,Women,4x100m medley relay women,Silver,0,1,0
25360,Athens (2004),2004,Aquatics,Swimming,Jenny Thompson,USA,Women,4x100m medley relay women,Silver,0,1,0
25361,Athens (2004),2004,Aquatics,Swimming,Amanda Weir,USA,Women,4x100m medley relay women,Silver,0,1,0
25362,Athens (2004),2004,Aquatics,Swimming,Emiliano Brembilla,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25363,Athens (2004),2004,Aquatics,Swimming,Federico Cappellazzo,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25364,Athens (2004),2004,Aquatics,Swimming,Simone Cercato,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25365,Athens (2004),2004,Aquatics,Swimming,Filippo Magnini,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25366,Athens (2004),2004,Aquatics,Swimming,Matteo Pelliciari,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25367,Athens (2004),2004,Aquatics,Swimming,Massimiliano Rosolino,ITA,Men,4x200m freestyle relay men,Bronze,0,0,1
25368,Athens (2004),2004,Aquatics,Swimming,Scott Goldblatt,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25369,Athens (2004),2004,Aquatics,Swimming,Klete Keller,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25370,Athens (2004),2004,Aquatics,Swimming,Dan Ketchum,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25371,Athens (2004),2004,Aquatics,Swimming,Ryan Lochte,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25372,Athens (2004),2004,Aquatics,Swimming,Michael Phelps,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25373,Athens (2004),2004,Aquatics,Swimming,Peter Vanderkaay,USA,Men,4x200m freestyle relay men,Gold,1,0,0
25374,Athens (2004),2004,Aquatics,Swimming,Grant Hackett,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25375,Athens (2004),2004,Aquatics,Swimming,Michael Klim,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25376,Athens (2004),2004,Aquatics,Swimming,Antony Matkovich,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25377,Athens (2004),2004,Aquatics,Swimming,Todd Pearson,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25378,Athens (2004),2004,Aquatics,Swimming,Nicholas Sprenger,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25379,Athens (2004),2004,Aquatics,Swimming,Craig Stevens,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25380,Athens (2004),2004,Aquatics,Swimming,Ian Thorpe,AUS,Men,4x200m freestyle relay men,Silver,0,1,0
25381,Athens (2004),2004,Aquatics,Swimming,Antje Buschschulte,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25382,Athens (2004),2004,Aquatics,Swimming,Petra Dallmann,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25383,Athens (2004),2004,Aquatics,Swimming,Janina Kristin Goetz,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25384,Athens (2004),2004,Aquatics,Swimming,Sara Harstick,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25385,Athens (2004),2004,Aquatics,Swimming,Hannah Stockbauer,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25386,Athens (2004),2004,Aquatics,Swimming,Franziska Van almsick,GER,Women,4x200m freestyle relay women,Bronze,0,0,1
25387,Athens (2004),2004,Aquatics,Swimming,Lindsay Benko,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25388,Athens (2004),2004,Aquatics,Swimming,Natalie Coughlin,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25389,Athens (2004),2004,Aquatics,Swimming,Rhi Jeffrey,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25390,Athens (2004),2004,Aquatics,Swimming,Rachel Komisarz,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25391,Athens (2004),2004,Aquatics,Swimming,Carly Piper,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25392,Athens (2004),2004,Aquatics,Swimming,Kaitlin Sandeno,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25393,Athens (2004),2004,Aquatics,Swimming,Dana Vollmer,USA,Women,4x200m freestyle relay women,Gold,1,0,0
25394,Athens (2004),2004,Aquatics,Swimming,Ji Li,CHN,Women,4x200m freestyle relay women,Silver,0,1,0
25395,Athens (2004),2004,Aquatics,Swimming,Jiaying Pang,CHN,Women,4x200m freestyle relay women,Silver,0,1,0
25396,Athens (2004),2004,Aquatics,Swimming,Yanwei Xu,CHN,Women,4x200m freestyle relay women,Silver,0,1,0
25397,Athens (2004),2004,Aquatics,Swimming,Yu Yang,CHN,Women,4x200m freestyle relay women,Silver,0,1,0
25398,Athens (2004),2004,Aquatics,Swimming,Yingwen Zhu,CHN,Women,4x200m freestyle relay women,Silver,0,1,0
25399,Athens (2004),2004,Aquatics,Swimming,Roland Schoeman,RSA,Men,50m freestyle men,Bronze,0,0,1
25400,Athens (2004),2004,Aquatics,Swimming,Gary Jr. Hall,USA,Men,50m freestyle men,Gold,1,0,0
25401,Athens (2004),2004,Aquatics,Swimming,Duje Draganja,CRO,Men,50m freestyle men,Silver,0,1,0
25402,Athens (2004),2004,Aquatics,Swimming,Lisbeth Trickett,AUS,Women,50m freestyle women,Bronze,0,0,1
25403,Athens (2004),2004,Aquatics,Swimming,Inge De bruijn,NED,Women,50m freestyle women,Gold,1,0,0
25404,Athens (2004),2004,Aquatics,Swimming,Malia Metella,FRA,Women,50m freestyle women,Silver,0,1,0
25405,Athens (2004),2004,Aquatics,Swimming,Diana Munz,USA,Women,800m freestyle women,Bronze,0,0,1
25406,Athens (2004),2004,Aquatics,Swimming,Ai Shibata,JPN,Women,800m freestyle women,Gold,1,0,0
25407,Athens (2004),2004,Aquatics,Swimming,Laure Manaudou,FRA,Women,800m freestyle women,Silver,0,1,0
25408,Athens (2004),2004,Aquatics,Synchronized Swimming,Alison Bartosik,USA,Women,duet women,Bronze,0,0,1
25409,Athens (2004),2004,Aquatics,Synchronized Swimming,Anna Kozlova,USA,Women,duet women,Bronze,0,0,1
25410,Athens (2004),2004,Aquatics,Synchronized Swimming,Anastasia Davydova,RUS,Women,duet women,Gold,1,0,0
25411,Athens (2004),2004,Aquatics,Synchronized Swimming,Anastasia Ermakova,RUS,Women,duet women,Gold,1,0,0
25412,Athens (2004),2004,Aquatics,Synchronized Swimming,Miya Tachibana,JPN,Women,duet women,Silver,0,1,0
25413,Athens (2004),2004,Aquatics,Synchronized Swimming,Miho Takeda,JPN,Women,duet women,Silver,0,1,0
25414,Athens (2004),2004,Aquatics,Synchronized Swimming,Alison Bartosik,USA,Women,team women,Bronze,0,0,1
25415,Athens (2004),2004,Aquatics,Synchronized Swimming,Tamara Crow,USA,Women,team women,Bronze,0,0,1
25416,Athens (2004),2004,Aquatics,Synchronized Swimming,Erin Dobratz,USA,Women,team women,Bronze,0,0,1
25417,Athens (2004),2004,Aquatics,Synchronized Swimming,Rebecca Jasontek,USA,Women,team women,Bronze,0,0,1
25418,Athens (2004),2004,Aquatics,Synchronized Swimming,Anna Kozlova,USA,Women,team women,Bronze,0,0,1
25419,Athens (2004),2004,Aquatics,Synchronized Swimming,Sara Lowe,USA,Women,team women,Bronze,0,0,1
25420,Athens (2004),2004,Aquatics,Synchronized Swimming,Lauren Mcfall,USA,Women,team women,Bronze,0,0,1
25421,Athens (2004),2004,Aquatics,Synchronized Swimming,Stephanie Nesbitt,USA,Women,team women,Bronze,0,0,1
25422,Athens (2004),2004,Aquatics,Synchronized Swimming,Kendra Zanotto,USA,Women,team women,Bronze,0,0,1
25423,Athens (2004),2004,Aquatics,Synchronized Swimming,Elena Azarova,RUS,Women,team women,Gold,1,0,0
25424,Athens (2004),2004,Aquatics,Synchronized Swimming,Olga Brusnikina,RUS,Women,team women,Gold,1,0,0
25425,Athens (2004),2004,Aquatics,Synchronized Swimming,Anastasia Davydova,RUS,Women,team women,Gold,1,0,0
25426,Athens (2004),2004,Aquatics,Synchronized Swimming,Anastasia Ermakova,RUS,Women,team women,Gold,1,0,0
25427,Athens (2004),2004,Aquatics,Synchronized Swimming,Maria Gromova,RUS,Women,team women,Gold,1,0,0
25428,Athens (2004),2004,Aquatics,Synchronized Swimming,Elvira Khasyanova,RUS,Women,team women,Gold,1,0,0
25429,Athens (2004),2004,Aquatics,Synchronized Swimming,Maria Kisseleva,RUS,Women,team women,Gold,1,0,0
25430,Athens (2004),2004,Aquatics,Synchronized Swimming,Olga Novokshchenova,RUS,Women,team women,Gold,1,0,0
25431,Athens (2004),2004,Aquatics,Synchronized Swimming,Anna Shorina,RUS,Women,team women,Gold,1,0,0
25432,Athens (2004),2004,Aquatics,Synchronized Swimming,Michiyo Fujimaru,JPN,Women,team women,Silver,0,1,0
25433,Athens (2004),2004,Aquatics,Synchronized Swimming,Saho Harada,JPN,Women,team women,Silver,0,1,0
25434,Athens (2004),2004,Aquatics,Synchronized Swimming,Naoko Kawashima,JPN,Women,team women,Silver,0,1,0
25435,Athens (2004),2004,Aquatics,Synchronized Swimming,Kanako Kitao,JPN,Women,team women,Silver,0,1,0
25436,Athens (2004),2004,Aquatics,Synchronized Swimming,Emiko Suzuki,JPN,Women,team women,Silver,0,1,0
25437,Athens (2004),2004,Aquatics,Synchronized Swimming,Miya Tachibana,JPN,Women,team women,Silver,0,1,0
25438,Athens (2004),2004,Aquatics,Synchronized Swimming,Miho Takeda,JPN,Women,team women,Silver,0,1,0
25439,Athens (2004),2004,Aquatics,Synchronized Swimming,Juri Tatsumi,JPN,Women,team women,Silver,0,1,0
25440,Athens (2004),2004,Aquatics,Synchronized Swimming,Yoko Yoneda,JPN,Women,team women,Silver,0,1,0
25441,Athens (2004),2004,Aquatics,Water polo,Roman Balashov,RUS,Men,water polo men,Bronze,0,0,1
25442,Athens (2004),2004,Aquatics,Water polo,Revaz Chomakhidze,RUS,Men,water polo men,Bronze,0,0,1
25443,Athens (2004),2004,Aquatics,Water polo,Alexandre Eryshov,RUS,Men,water polo men,Bronze,0,0,1
25444,Athens (2004),2004,Aquatics,Water polo,Alexander Fedorov,RUS,Men,water polo men,Bronze,0,0,1
25445,Athens (2004),2004,Aquatics,Water polo,Serguei Garbouzov,RUS,Men,water polo men,Bronze,0,0,1
25446,Athens (2004),2004,Aquatics,Water polo,Dmitry Gorshkov,RUS,Men,water polo men,Bronze,0,0,1
25447,Athens (2004),2004,Aquatics,Water polo,Nikolai Kozlov,RUS,Men,water polo men,Bronze,0,0,1
25448,Athens (2004),2004,Aquatics,Water polo,Nikolay Maksimov,RUS,Men,water polo men,Bronze,0,0,1
25449,Athens (2004),2004,Aquatics,Water polo,Andrei Reketchinski,RUS,Men,water polo men,Bronze,0,0,1
25450,Athens (2004),2004,Aquatics,Water polo,Dmitry Stratan,RUS,Men,water polo men,Bronze,0,0,1
25451,Athens (2004),2004,Aquatics,Water polo,Vitaly Yurchik,RUS,Men,water polo men,Bronze,0,0,1
25452,Athens (2004),2004,Aquatics,Water polo,Marat Zakirov,RUS,Men,water polo men,Bronze,0,0,1
25453,Athens (2004),2004,Aquatics,Water polo,Irek Zinnurov,RUS,Men,water polo men,Bronze,0,0,1
25454,Athens (2004),2004,Aquatics,Water polo,Tibor Benedek,HUN,Men,water polo men,Gold,1,0,0
25455,Athens (2004),2004,Aquatics,Water polo,Peter Biros,HUN,Men,water polo men,Gold,1,0,0
25456,Athens (2004),2004,Aquatics,Water polo,Rajmund Fodor,HUN,Men,water polo men,Gold,1,0,0
25457,Athens (2004),2004,Aquatics,Water polo,Istvan Gergely,HUN,Men,water polo men,Gold,1,0,0
25458,Athens (2004),2004,Aquatics,Water polo,Tamas Kasas,HUN,Men,water polo men,Gold,1,0,0
25459,Athens (2004),2004,Aquatics,Water polo,Gergely Kiss,HUN,Men,water polo men,Gold,1,0,0
25460,Athens (2004),2004,Aquatics,Water polo,Norbert Madaras,HUN,Men,water polo men,Gold,1,0,0
25461,Athens (2004),2004,Aquatics,Water polo,Tamas Molnar,HUN,Men,water polo men,Gold,1,0,0
25462,Athens (2004),2004,Aquatics,Water polo,Adam Steinmetz,HUN,Men,water polo men,Gold,1,0,0
25463,Athens (2004),2004,Aquatics,Water polo,Barnabas Steinmetz,HUN,Men,water polo men,Gold,1,0,0
25464,Athens (2004),2004,Aquatics,Water polo,Zoltan Szecsi,HUN,Men,water polo men,Gold,1,0,0
25465,Athens (2004),2004,Aquatics,Water polo,Tamas Varga,HUN,Men,water polo men,Gold,1,0,0
25466,Athens (2004),2004,Aquatics,Water polo,Attila Vari,HUN,Men,water polo men,Gold,1,0,0
25467,Athens (2004),2004,Aquatics,Water polo,Aleksandar Ciric,SCG,Men,water polo men,Silver,0,1,0
25468,Athens (2004),2004,Aquatics,Water polo,Vladimir Gojkovic,SCG,Men,water polo men,Silver,0,1,0
25469,Athens (2004),2004,Aquatics,Water polo,Danilo Ikodinovic,SCG,Men,water polo men,Silver,0,1,0
25470,Athens (2004),2004,Aquatics,Water polo,Viktor Jelenic,SCG,Men,water polo men,Silver,0,1,0
25471,Athens (2004),2004,Aquatics,Water polo,Predrag Jokic,SCG,Men,water polo men,Silver,0,1,0
25472,Athens (2004),2004,Aquatics,Water polo,Nikola Kuljaca,SCG,Men,water polo men,Silver,0,1,0
25473,Athens (2004),2004,Aquatics,Water polo,Slobodan Nikic,SCG,Men,water polo men,Silver,0,1,0
25474,Athens (2004),2004,Aquatics,Water polo,Aleksandar Sapic,SCG,Men,water polo men,Silver,0,1,0
25475,Athens (2004),2004,Aquatics,Water polo,Dejan Savic,SCG,Men,water polo men,Silver,0,1,0
25476,Athens (2004),2004,Aquatics,Water polo,Denis Sefik,SCG,Men,water polo men,Silver,0,1,0
25477,Athens (2004),2004,Aquatics,Water polo,Petar Trbojevic,SCG,Men,water polo men,Silver,0,1,0
25478,Athens (2004),2004,Aquatics,Water polo,Vanja Udovicic,SCG,Men,water polo men,Silver,0,1,0
25479,Athens (2004),2004,Aquatics,Water polo,Vladimir Vujasinovic,SCG,Men,water polo men,Silver,0,1,0
25480,Athens (2004),2004,Aquatics,Water polo,Robin Beauregard,USA,Women,water polo women,Bronze,0,0,1
25481,Athens (2004),2004,Aquatics,Water polo,Margaret Dingeldein,USA,Women,water polo women,Bronze,0,0,1
25482,Athens (2004),2004,Aquatics,Water polo,Ellen Estes,USA,Women,water polo women,Bronze,0,0,1
25483,Athens (2004),2004,Aquatics,Water polo,Jacqueline Frank,USA,Women,water polo women,Bronze,0,0,1
25484,Athens (2004),2004,Aquatics,Water polo,Natalie Golda,USA,Women,water polo women,Bronze,0,0,1
25485,Athens (2004),2004,Aquatics,Water polo,Ericka Lorenz,USA,Women,water polo women,Bronze,0,0,1
25486,Athens (2004),2004,Aquatics,Water polo,Heather Moody,USA,Women,water polo women,Bronze,0,0,1
25487,Athens (2004),2004,Aquatics,Water polo,Thalia Munro,USA,Women,water polo women,Bronze,0,0,1
25488,Athens (2004),2004,Aquatics,Water polo,Nicolle Payne,USA,Women,water polo women,Bronze,0,0,1
25489,Athens (2004),2004,Aquatics,Water polo,Heather Petri,USA,Women,water polo women,Bronze,0,0,1
25490,Athens (2004),2004,Aquatics,Water polo,Kelly Rulon,USA,Women,water polo women,Bronze,0,0,1
25491,Athens (2004),2004,Aquatics,Water polo,Amber Stachowski,USA,Women,water polo women,Bronze,0,0,1
25492,Athens (2004),2004,Aquatics,Water polo,Brenda Villa,USA,Women,water polo women,Bronze,0,0,1
25493,Athens (2004),2004,Aquatics,Water polo,Carmela Allucci,ITA,Women,water polo women,Gold,1,0,0
25494,Athens (2004),2004,Aquatics,Water polo,Alexandra Araujo,ITA,Women,water polo women,Gold,1,0,0
25495,Athens (2004),2004,Aquatics,Water polo,Silvia Bosurgi,ITA,Women,water polo women,Gold,1,0,0
25496,Athens (2004),2004,Aquatics,Water polo,Francesca Conti,ITA,Women,water polo women,Gold,1,0,0
25497,Athens (2004),2004,Aquatics,Water polo,Tania Di mario,ITA,Women,water polo women,Gold,1,0,0
25498,Athens (2004),2004,Aquatics,Water polo,Elena Gigli,ITA,Women,water polo women,Gold,1,0,0
25499,Athens (2004),2004,Aquatics,Water polo,Melania Grego,ITA,Women,water polo women,Gold,1,0,0
25500,Athens (2004),2004,Aquatics,Water polo,Giusy Malato,ITA,Women,water polo women,Gold,1,0,0
25501,Athens (2004),2004,Aquatics,Water polo,Martina Miceli,ITA,Women,water polo women,Gold,1,0,0
25502,Athens (2004),2004,Aquatics,Water polo,Maddalena Musumeci,ITA,Women,water polo women,Gold,1,0,0
25503,Athens (2004),2004,Aquatics,Water polo,Cinzia Ragusa,ITA,Women,water polo women,Gold,1,0,0
25504,Athens (2004),2004,Aquatics,Water polo,Noemi Toth,ITA,Women,water polo women,Gold,1,0,0
25505,Athens (2004),2004,Aquatics,Water polo,Manuela Zanchi,ITA,Women,water polo women,Gold,1,0,0
25506,Athens (2004),2004,Aquatics,Water polo,Dimitra Asilian,GRE,Women,water polo women,Silver,0,1,0
25507,Athens (2004),2004,Aquatics,Water polo,Georgia Ellinaki,GRE,Women,water polo women,Silver,0,1,0
25508,Athens (2004),2004,Aquatics,Water polo,Eftychia Karagianni,GRE,Women,water polo women,Silver,0,1,0
25509,Athens (2004),2004,Aquatics,Water polo,Angeliki Karapataki,GRE,Women,water polo women,Silver,0,1,0
25510,Athens (2004),2004,Aquatics,Water polo,Stavroula Kozompoli,GRE,Women,water polo women,Silver,0,1,0
25511,Athens (2004),2004,Aquatics,Water polo,Georgia Lara,GRE,Women,water polo women,Silver,0,1,0
25512,Athens (2004),2004,Aquatics,Water polo,Kyriaki Liosi,GRE,Women,water polo women,Silver,0,1,0
25513,Athens (2004),2004,Aquatics,Water polo,Aniopi Melidoni,GRE,Women,water polo women,Silver,0,1,0
25514,Athens (2004),2004,Aquatics,Water polo,Antonia Moraiti,GRE,Women,water polo women,Silver,0,1,0
25515,Athens (2004),2004,Aquatics,Water polo,Evangelia Moraitidou,GRE,Women,water polo women,Silver,0,1,0
25516,Athens (2004),2004,Aquatics,Water polo,Anthoula Mylonaki,GRE,Women,water polo women,Silver,0,1,0
25517,Athens (2004),2004,Aquatics,Water polo,Aikaterini Oikonomopoulou,GRE,Women,water polo women,Silver,0,1,0
25518,Athens (2004),2004,Aquatics,Water polo,Antigoni Roumpesi,GRE,Women,water polo women,Silver,0,1,0
25519,Athens (2004),2004,Archery,Archery,Tim Cuddihy,AUS,Men,individual (FITA Olympic round - 70m) men,Bronze,0,0,1
25520,Athens (2004),2004,Archery,Archery,Marco Galiazzo,ITA,Men,individual (FITA Olympic round - 70m) men,Gold,1,0,0
25521,Athens (2004),2004,Archery,Archery,Hiroshi Yamamoto,JPN,Men,individual (FITA Olympic round - 70m) men,Silver,0,1,0
25522,Athens (2004),2004,Archery,Archery,Alison Williamson,GBR,Women,individual (FITA Olympic round - 70m) women,Bronze,0,0,1
25523,Athens (2004),2004,Archery,Archery,Sung-Hyun Park,KOR,Women,individual (FITA Olympic round - 70m) women,Gold,1,0,0
25524,Athens (2004),2004,Archery,Archery,Sung Jin Lee,KOR,Women,individual (FITA Olympic round - 70m) women,Silver,0,1,0
25525,Athens (2004),2004,Archery,Archery,Dmytro Hrachov,UKR,Men,team (FITA Olympic round - 70m) men,Bronze,0,0,1
25526,Athens (2004),2004,Archery,Archery,Viktor Ruban,UKR,Men,team (FITA Olympic round - 70m) men,Bronze,0,0,1
25527,Athens (2004),2004,Archery,Archery,Oleksandr Serdyuk,UKR,Men,team (FITA Olympic round - 70m) men,Bronze,0,0,1
25528,Athens (2004),2004,Archery,Archery,Dong Hyun Im,KOR,Men,team (FITA Olympic round - 70m) men,Gold,1,0,0
25529,Athens (2004),2004,Archery,Archery,Yong-Ho Jang,KOR,Men,team (FITA Olympic round - 70m) men,Gold,1,0,0
25530,Athens (2004),2004,Archery,Archery,Kyung Mo Park,KOR,Men,team (FITA Olympic round - 70m) men,Gold,1,0,0
25531,Athens (2004),2004,Archery,Archery,Szu Yuan Chen,TPE,Men,team (FITA Olympic round - 70m) men,Silver,0,1,0
25532,Athens (2004),2004,Archery,Archery,Ming Huang Liu,TPE,Men,team (FITA Olympic round - 70m) men,Silver,0,1,0
25533,Athens (2004),2004,Archery,Archery,Cheng Pang Wang,TPE,Men,team (FITA Olympic round - 70m) men,Silver,0,1,0
25534,Athens (2004),2004,Archery,Archery,Li Ju Chen,TPE,Women,team (FITA Olympic round - 70m) women,Bronze,0,0,1
25535,Athens (2004),2004,Archery,Archery,Hui Ju Wu,TPE,Women,team (FITA Olympic round - 70m) women,Bronze,0,0,1
25536,Athens (2004),2004,Archery,Archery,Shu Chi Yuan,TPE,Women,team (FITA Olympic round - 70m) women,Bronze,0,0,1
25537,Athens (2004),2004,Archery,Archery,Sung Jin Lee,KOR,Women,team (FITA Olympic round - 70m) women,Gold,1,0,0
25538,Athens (2004),2004,Archery,Archery,Sung-Hyun Park,KOR,Women,team (FITA Olympic round - 70m) women,Gold,1,0,0
25539,Athens (2004),2004,Archery,Archery,Mi-Jin Yun,KOR,Women,team (FITA Olympic round - 70m) women,Gold,1,0,0
25540,Athens (2004),2004,Archery,Archery,Ying He,CHN,Women,team (FITA Olympic round - 70m) women,Silver,0,1,0
25541,Athens (2004),2004,Archery,Archery,Sang Lin,CHN,Women,team (FITA Olympic round - 70m) women,Silver,0,1,0
25542,Athens (2004),2004,Archery,Archery,Juan Juan Zhang,CHN,Women,team (FITA Olympic round - 70m) women,Silver,0,1,0
25543,Athens (2004),2004,Athletics,Athletics,Zersenay Tadesse,ERI,Men,10000m men,Bronze,0,0,1
25544,Athens (2004),2004,Athletics,Athletics,Kenenisa Bekele,ETH,Men,10000m men,Gold,1,0,0
25545,Athens (2004),2004,Athletics,Athletics,Sileshi Sihine,ETH,Men,10000m men,Silver,0,1,0
25546,Athens (2004),2004,Athletics,Athletics,Derartu Tulu,ETH,Women,10000m women,Bronze,0,0,1
25547,Athens (2004),2004,Athletics,Athletics,Huina Xing,CHN,Women,10000m women,Gold,1,0,0
25548,Athens (2004),2004,Athletics,Athletics,Ejegayehu Dibaba,ETH,Women,10000m women,Silver,0,1,0
25549,Athens (2004),2004,Athletics,Athletics,Maurice Greene,USA,Men,100m men,Bronze,0,0,1
25550,Athens (2004),2004,Athletics,Athletics,Justin Gatlin,USA,Men,100m men,Gold,1,0,0
25551,Athens (2004),2004,Athletics,Athletics,Francis Obikwelu,POR,Men,100m men,Silver,0,1,0
25552,Athens (2004),2004,Athletics,Athletics,Veronica Campbell-brown,JAM,Women,100m women,Bronze,0,0,1
25553,Athens (2004),2004,Athletics,Athletics,Yuliya Nesterenko,BLR,Women,100m women,Gold,1,0,0
25554,Athens (2004),2004,Athletics,Athletics,Lauryn Williams,USA,Women,100m women,Silver,0,1,0
25555,Athens (2004),2004,Athletics,Athletics,Melissa Morrison,USA,Women,100m hurdles women,Bronze,0,0,1
